id_venda,id_vendedor,id_produto,produto,categoria,data_venda,quantidade,valor_total,cidade,idEstado
2552,5,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-08-02,10,599.0,Manaus,4
2553,4,9,Controle Sem Fio para PC,Input Device,2025-09-17,29,6380.0,Belem,14
2554,5,28,Teclado de Membrana Silencioso,Teclado,2024-10-10,39,3116.1,Porto Alegre,21
2555,1,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-04-18,6,1197.0,Belo Horizonte,13
2556,1,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-05,1,319.9,Porto Velho,22
2557,3,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-07-27,7,419.3,Aracaju,26
2558,2,3,Headset Gamer 7.1 Surround,Audio,2025-01-12,40,11960.0,Teresina,18
2559,4,10,Hub USB-C 7-em-1,Adaptador,2025-10-14,4,519.6,Maceio,2
2560,6,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-11-05,39,21450.0,Goiania,9
2561,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-10-12,31,2786.9,Cuiaba,11
2562,6,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-02-05,22,4389.0,Palmas,27
2563,2,12,Mouse Vertical Ergonomico,Mouse,2025-09-16,25,2497.5,Natal,20
2564,2,5,Mousepad Grande Speed,Acessorio,2025-01-13,26,1193.4,Vitoria,8
2565,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-01-23,39,2944.5,Boa Vista,23
2566,5,11,Teclado Sem Fio Ergonomico,Teclado,2025-01-27,26,4159.74,Belo Horizonte,13
2567,6,23,Headset USB com Microfone Flexivel,Audio,2025-08-14,32,5616.0,Porto Velho,22
2568,4,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-12-30,10,550.0,Joao Pessoa,15
2569,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-02-18,1,1899.9,Belem,14
2570,2,5,Mousepad Grande Speed,Acessorio,2025-11-05,4,183.6,Joao Pessoa,15
2571,6,19,Cooler para Notebook com RGB,Refrigeracao,2025-10-15,24,2640.0,Belem,14
2572,5,17,Cadeira Gamer Reclinavel,Mobiliario,2025-11-12,18,21582.0,Belo Horizonte,13
2573,1,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-08,1,319.9,Natal,20
2574,1,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-08-30,24,2157.6,Fortaleza,6
2575,5,32,Leitor de Cartao de Memoria,Acessorio,2025-09-08,23,805.0,Macapa,3
2576,3,1,Mouse Gamer Optico RGB,Mouse,2025-09-11,21,3147.9,Belo Horizonte,13
2577,4,9,Controle Sem Fio para PC,Input Device,2025-05-24,12,2640.0,Maceio,2
2578,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-09-19,7,629.3,Palmas,27
2579,1,17,Cadeira Gamer Reclinavel,Mobiliario,2024-11-12,36,43164.0,Fortaleza,6
2580,4,8,Microfone Condensador Profissional,Audio,2024-12-01,31,13950.0,Sao Luis,10
2581,5,9,Controle Sem Fio para PC,Input Device,2024-10-23,29,6380.0,Sao Paulo,25
2582,4,7,Caixa de Som USB 2.0,Audio,2025-09-24,23,1955.0,Curitiba,16
2583,1,29,Mouse Optico Simples USB,Mouse,2025-02-25,39,975.0,Sao Paulo,25
2584,5,3,Headset Gamer 7.1 Surround,Audio,2025-04-01,29,8671.0,Rio de Janeiro,19
2585,2,10,Hub USB-C 7-em-1,Adaptador,2025-05-17,8,1039.2,Joao Pessoa,15
2586,2,19,Cooler para Notebook com RGB,Refrigeracao,2025-03-16,23,2530.0,Goiania,9
2587,6,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-05-05,24,1812.0,Porto Alegre,21
2588,4,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-06-29,29,75399.71,Macapa,3
2589,3,11,Teclado Sem Fio Ergonomico,Teclado,2024-10-03,7,1119.93,Recife,17
2590,4,38,Projetor Portatil Mini LED,Video,2025-03-11,26,29900.0,Sao Luis,10
2591,6,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-10-12,15,3735.0,Rio Branco,1
2592,3,5,Mousepad Grande Speed,Acessorio,2025-05-16,16,734.4,Manaus,4
2593,1,32,Leitor de Cartao de Memoria,Acessorio,2024-10-13,11,385.0,Campo Grande,12
2594,6,5,Mousepad Grande Speed,Acessorio,2025-05-05,20,918.0,Manaus,4
2595,2,19,Cooler para Notebook com RGB,Refrigeracao,2025-01-06,11,1210.0,Sao Paulo,25
2596,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-08-22,32,8640.0,Palmas,27
2597,4,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-05-26,1,55.0,Porto Velho,22
2598,2,37,Fone de Ouvido Headband Com Fio,Audio,2025-06-10,26,923.0,Vitoria,8
2599,2,9,Controle Sem Fio para PC,Input Device,2025-03-02,23,5060.0,Fortaleza,6
2600,4,28,Teclado de Membrana Silencioso,Teclado,2025-06-02,9,719.1,Recife,17
2601,6,17,Cadeira Gamer Reclinavel,Mobiliario,2025-02-13,17,20383.0,Florianopolis,24
2602,2,34,Dock Station para Notebook,Adaptador,2025-06-14,35,14700.0,Boa Vista,23
2603,5,1,Mouse Gamer Optico RGB,Mouse,2025-03-12,22,3297.8,Vitoria,8
2604,1,18,Cabo HDMI 2.1 3 Metros,Cabo,2024-10-03,14,838.6,Rio de Janeiro,19
2605,2,27,Webcam 4K Ultra HD,Camera,2025-07-02,17,6783.0,Florianopolis,24
2606,1,21,Teclado Mecanico Compacto 60%,Teclado,2025-11-21,8,2559.2,Belo Horizonte,13
2607,2,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-11-18,15,898.5,Rio Branco,1
2608,4,5,Mousepad Grande Speed,Acessorio,2025-10-08,23,1055.7,Aracaju,26
2609,2,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-10-14,10,899.0,Cuiaba,11
2610,1,12,Mouse Vertical Ergonomico,Mouse,2024-12-24,37,3696.3,Sao Paulo,25
2611,5,25,Mousepad RGB Extendido,Acessorio,2025-02-18,17,1513.0,Goiania,9
2612,1,23,Headset USB com Microfone Flexivel,Audio,2025-04-17,39,6844.5,Sao Luis,10
2613,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-09-17,21,5670.0,Curitiba,16
2614,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-10-30,28,7560.0,Belem,14
2615,3,3,Headset Gamer 7.1 Surround,Audio,2025-11-16,3,897.0,Natal,20
2616,4,3,Headset Gamer 7.1 Surround,Audio,2025-02-23,35,10465.0,Cuiaba,11
2617,5,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-01-10,7,1743.0,Porto Velho,22
2618,1,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-11-18,21,4189.5,Sao Luis,10
2619,6,11,Teclado Sem Fio Ergonomico,Teclado,2025-05-03,15,2399.85,Curitiba,16
2620,3,5,Mousepad Grande Speed,Acessorio,2025-08-08,20,918.0,Natal,20
2621,1,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-06-10,16,478.4,Cuiaba,11
2622,2,29,Mouse Optico Simples USB,Mouse,2025-10-25,30,750.0,Goiania,9
2623,5,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-06-30,29,55097.1,Belo Horizonte,13
2624,3,19,Cooler para Notebook com RGB,Refrigeracao,2025-07-05,21,2310.0,Cuiaba,11
2625,4,2,Teclado Mecanico TKL Switch Azul,Teclado,2024-10-12,29,11309.71,Natal,20
2626,3,37,Fone de Ouvido Headband Com Fio,Audio,2025-08-28,13,461.5,Fortaleza,6
2627,1,12,Mouse Vertical Ergonomico,Mouse,2025-02-01,27,2697.3,Belo Horizonte,13
2628,3,17,Cadeira Gamer Reclinavel,Mobiliario,2024-12-01,20,23980.0,Salvador,5
2629,5,29,Mouse Optico Simples USB,Mouse,2025-06-16,38,950.0,Brasilia,7
2630,6,9,Controle Sem Fio para PC,Input Device,2025-07-29,8,1760.0,Palmas,27
2631,5,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-04-18,31,2786.9,Goiania,9
2632,2,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-11-26,22,4389.0,Fortaleza,6
2633,4,21,Teclado Mecanico Compacto 60%,Teclado,2025-06-19,31,9916.9,Goiania,9
2634,6,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-02-20,20,7799.8,Salvador,5
2635,3,28,Teclado de Membrana Silencioso,Teclado,2025-04-01,10,799.0,Belo Horizonte,13
2636,5,25,Mousepad RGB Extendido,Acessorio,2025-06-06,25,2225.0,Porto Velho,22
2637,3,27,Webcam 4K Ultra HD,Camera,2024-10-23,30,11970.0,Maceio,2
2638,3,38,Projetor Portatil Mini LED,Video,2025-11-19,37,42550.0,Rio de Janeiro,19
2639,6,29,Mouse Optico Simples USB,Mouse,2025-02-28,2,50.0,Fortaleza,6
2640,4,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-03-23,32,956.8,Florianopolis,24
2641,6,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-09-15,11,658.9,Campo Grande,12
2642,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-11-04,13,2593.5,Brasilia,7
2643,4,40,Organizador de Cabos de Silicone (5un),Acessorio,2024-10-31,9,269.1,Rio de Janeiro,19
2644,4,21,Teclado Mecanico Compacto 60%,Teclado,2025-07-07,7,2239.3,Rio Branco,1
2645,2,35,Teclado Numerico USB,Teclado,2025-03-30,3,149.7,Sao Paulo,25
2646,3,17,Cadeira Gamer Reclinavel,Mobiliario,2025-11-26,37,44363.0,Cuiaba,11
2647,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-11-01,17,16983.0,Belem,14
2648,1,12,Mouse Vertical Ergonomico,Mouse,2025-02-17,30,2997.0,Cuiaba,11
2649,4,25,Mousepad RGB Extendido,Acessorio,2025-01-01,26,2314.0,Porto Velho,22
2650,4,11,Teclado Sem Fio Ergonomico,Teclado,2025-04-10,21,3359.79,Rio de Janeiro,19
2651,5,36,Mouse sem Fio Silencioso,Mouse,2025-05-26,4,279.6,Vitoria,8
2652,3,39,No-break 600VA Bivolt,Energia,2025-07-12,24,7680.0,Sao Paulo,25
2653,4,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-11-02,25,1497.5,Florianopolis,24
2654,5,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-05-17,6,15599.94,Rio de Janeiro,19
2655,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-06-28,27,26973.0,Teresina,18
2656,4,17,Cadeira Gamer Reclinavel,Mobiliario,2024-12-07,38,45562.0,Macapa,3
2657,5,28,Teclado de Membrana Silencioso,Teclado,2025-05-12,11,878.9,Campo Grande,12
2658,6,28,Teclado de Membrana Silencioso,Teclado,2025-02-19,7,559.3,Sao Paulo,25
2659,4,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-05-25,11,10989.0,Campo Grande,12
2660,5,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-10-09,27,2427.3,Goiania,9
2661,5,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-02-10,10,18999.0,Rio Branco,1
2662,6,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-03-12,14,13986.0,Porto Velho,22
2663,3,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-11-15,10,755.0,Florianopolis,24
2664,5,34,Dock Station para Notebook,Adaptador,2024-12-31,26,10920.0,Porto Alegre,21
2665,4,1,Mouse Gamer Optico RGB,Mouse,2025-05-15,26,3897.4,Rio de Janeiro,19
2666,4,17,Cadeira Gamer Reclinavel,Mobiliario,2025-09-10,22,26378.0,Sao Paulo,25
2667,2,3,Headset Gamer 7.1 Surround,Audio,2025-05-31,34,10166.0,Manaus,4
2668,5,7,Caixa de Som USB 2.0,Audio,2025-09-14,19,1615.0,Campo Grande,12
2669,4,5,Mousepad Grande Speed,Acessorio,2024-11-22,16,734.4,Campo Grande,12
2670,5,30,Caixa de Som Bluetooth Portatil,Audio,2024-11-03,3,450.0,Campo Grande,12
2671,4,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-03-30,18,4860.0,Macapa,3
2672,6,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-11-03,6,5994.0,Manaus,4
2673,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-07-25,1,199.5,Aracaju,26
2674,2,36,Mouse sem Fio Silencioso,Mouse,2025-04-17,22,1537.8,Campo Grande,12
2675,1,37,Fone de Ouvido Headband Com Fio,Audio,2024-11-28,12,426.0,Salvador,5
2676,5,7,Caixa de Som USB 2.0,Audio,2025-10-31,10,850.0,Brasilia,7
2677,1,32,Leitor de Cartao de Memoria,Acessorio,2024-12-01,9,315.0,Sao Paulo,25
2678,1,7,Caixa de Som USB 2.0,Audio,2025-01-08,7,595.0,Goiania,9
2679,6,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-11-07,5,1350.0,Rio Branco,1
2680,5,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-07-03,18,34198.2,Palmas,27
2681,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-07-01,28,7560.0,Palmas,27
2682,2,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-07-22,16,478.4,Porto Velho,22
2683,2,27,Webcam 4K Ultra HD,Camera,2025-08-15,2,798.0,Macapa,3
2684,6,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-08-04,38,2276.2,Joao Pessoa,15
2685,3,1,Mouse Gamer Optico RGB,Mouse,2025-04-01,26,3897.4,Macapa,3
2686,1,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-12-31,7,1743.0,Porto Alegre,21
2687,1,29,Mouse Optico Simples USB,Mouse,2025-08-21,37,925.0,Recife,17
2688,1,10,Hub USB-C 7-em-1,Adaptador,2025-02-27,21,2727.9,Curitiba,16
2689,6,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-01-18,35,2096.5,Cuiaba,11
2690,2,10,Hub USB-C 7-em-1,Adaptador,2024-12-26,16,2078.4,Aracaju,26
2691,1,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-10-20,17,3391.5,Macapa,3
2692,4,37,Fone de Ouvido Headband Com Fio,Audio,2025-09-14,20,710.0,Maceio,2
2693,2,7,Caixa de Som USB 2.0,Audio,2025-01-11,12,1020.0,Fortaleza,6
2694,3,17,Cadeira Gamer Reclinavel,Mobiliario,2025-07-07,18,21582.0,Rio de Janeiro,19
2695,5,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-01-14,40,15599.6,Aracaju,26
2696,5,5,Mousepad Grande Speed,Acessorio,2025-03-05,11,504.9,Campo Grande,12
2697,1,29,Mouse Optico Simples USB,Mouse,2025-09-06,10,250.0,Natal,20
2698,4,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-09-21,31,80599.69,Curitiba,16
2699,3,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-05-01,19,18981.0,Salvador,5
2700,5,10,Hub USB-C 7-em-1,Adaptador,2025-04-05,1,129.9,Maceio,2
2701,6,3,Headset Gamer 7.1 Surround,Audio,2025-09-06,34,10166.0,Teresina,18
2702,6,25,Mousepad RGB Extendido,Acessorio,2025-02-03,37,3293.0,Porto Alegre,21
2703,1,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-09-04,27,6723.0,Vitoria,8
2704,6,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-09-30,14,1057.0,Belem,14
2705,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-02-16,40,10800.0,Teresina,18
2706,6,36,Mouse sem Fio Silencioso,Mouse,2025-07-25,17,1188.3,Manaus,4
2707,4,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-11-15,2,498.0,Belo Horizonte,13
2708,6,10,Hub USB-C 7-em-1,Adaptador,2025-11-09,32,4156.8,Boa Vista,23
2709,5,14,SSD Externo Portatil 500GB,Armazenamento,2025-11-14,33,16137.0,Curitiba,16
2710,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-12-30,4,220.0,Rio Branco,1
2711,2,40,Organizador de Cabos de Silicone (5un),Acessorio,2024-11-02,34,1016.6,Belem,14
2712,3,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-06-30,26,1430.0,Vitoria,8
2713,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-07-02,28,1540.0,Manaus,4
2714,3,37,Fone de Ouvido Headband Com Fio,Audio,2025-04-17,7,248.5,Recife,17
2715,1,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-11-11,28,5586.0,Natal,20
2716,3,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-05-27,30,56997.0,Aracaju,26
2717,3,14,SSD Externo Portatil 500GB,Armazenamento,2025-02-06,22,10758.0,Brasilia,7
2718,3,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-11-23,36,3236.4,Natal,20
2719,3,12,Mouse Vertical Ergonomico,Mouse,2025-09-10,24,2397.6,Aracaju,26
2720,5,23,Headset USB com Microfone Flexivel,Audio,2024-12-26,6,1053.0,Sao Luis,10
2721,6,35,Teclado Numerico USB,Teclado,2025-07-01,20,998.0,Joao Pessoa,15
2722,5,10,Hub USB-C 7-em-1,Adaptador,2025-03-21,18,2338.2,Joao Pessoa,15
2723,1,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-03-10,16,478.4,Teresina,18
2724,3,5,Mousepad Grande Speed,Acessorio,2025-05-26,12,550.8,Curitiba,16
2725,6,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-11-03,17,16983.0,Manaus,4
2726,2,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-04-26,10,25999.9,Brasilia,7
2727,1,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-04-15,15,8250.0,Porto Velho,22
2728,1,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-04-01,34,13259.66,Sao Paulo,25
2729,3,36,Mouse sem Fio Silencioso,Mouse,2024-10-14,39,2726.1,Boa Vista,23
2730,3,5,Mousepad Grande Speed,Acessorio,2025-06-28,12,550.8,Maceio,2
2731,6,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-03-19,22,8579.78,Belem,14
2732,3,23,Headset USB com Microfone Flexivel,Audio,2025-02-19,32,5616.0,Sao Paulo,25
2733,6,26,Placa de Captura Externa 4K,Video,2024-12-28,21,16380.0,Natal,20
2734,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-07-12,7,385.0,Rio Branco,1
2735,5,17,Cadeira Gamer Reclinavel,Mobiliario,2024-12-28,26,31174.0,Brasilia,7
2736,2,3,Headset Gamer 7.1 Surround,Audio,2025-05-30,2,598.0,Rio de Janeiro,19
2737,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-02-08,21,39897.9,Macapa,3
2738,5,29,Mouse Optico Simples USB,Mouse,2024-12-30,34,850.0,Salvador,5
2739,6,10,Hub USB-C 7-em-1,Adaptador,2024-12-05,11,1428.9,Boa Vista,23
2740,4,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-12-25,39,38961.0,Cuiaba,11
2741,2,21,Teclado Mecanico Compacto 60%,Teclado,2025-11-13,3,959.7,Teresina,18
2742,6,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-08-04,25,1887.5,Campo Grande,12
2743,5,9,Controle Sem Fio para PC,Input Device,2024-10-23,32,7040.0,Joao Pessoa,15
2744,1,28,Teclado de Membrana Silencioso,Teclado,2024-11-26,3,239.7,Recife,17
2745,3,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-08-24,30,5985.0,Boa Vista,23
2746,3,30,Caixa de Som Bluetooth Portatil,Audio,2025-08-02,25,3750.0,Belo Horizonte,13
2747,1,17,Cadeira Gamer Reclinavel,Mobiliario,2025-11-25,39,46761.0,Fortaleza,6
2748,2,26,Placa de Captura Externa 4K,Video,2025-01-26,16,12480.0,Maceio,2
2749,6,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-10-16,30,897.0,Porto Velho,22
2750,5,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-11-14,20,4980.0,Natal,20
2751,4,11,Teclado Sem Fio Ergonomico,Teclado,2024-10-28,1,159.99,Palmas,27
2752,1,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-09-21,14,3486.0,Macapa,3
2753,3,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-11-06,33,18150.0,Fortaleza,6
2754,1,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-12-22,34,33966.0,Boa Vista,23
2755,6,36,Mouse sem Fio Silencioso,Mouse,2025-11-19,1,69.9,Natal,20
2756,4,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-04-21,19,1138.1,Curitiba,16
2757,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-07-19,19,10450.0,Manaus,4
2758,2,28,Teclado de Membrana Silencioso,Teclado,2025-07-04,19,1518.1,Florianopolis,24
2759,5,9,Controle Sem Fio para PC,Input Device,2025-11-07,27,5940.0,Florianopolis,24
2760,6,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-10-05,15,448.5,Vitoria,8
2761,5,19,Cooler para Notebook com RGB,Refrigeracao,2025-01-22,27,2970.0,Teresina,18
2762,4,25,Mousepad RGB Extendido,Acessorio,2025-10-25,16,1424.0,Rio de Janeiro,19
2763,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-10-01,39,21450.0,Manaus,4
2764,1,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-10-24,39,38961.0,Rio Branco,1
2765,3,17,Cadeira Gamer Reclinavel,Mobiliario,2025-11-29,30,35970.0,Rio de Janeiro,19
2766,6,39,No-break 600VA Bivolt,Energia,2025-07-29,8,2560.0,Brasilia,7
2767,3,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-01-02,26,6474.0,Rio de Janeiro,19
2768,2,36,Mouse sem Fio Silencioso,Mouse,2024-12-04,5,349.5,Campo Grande,12
2769,6,17,Cadeira Gamer Reclinavel,Mobiliario,2025-10-04,23,27577.0,Salvador,5
2770,3,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-03-17,9,8991.0,Maceio,2
2771,5,28,Teclado de Membrana Silencioso,Teclado,2025-03-10,21,1677.9,Porto Velho,22
2772,2,38,Projetor Portatil Mini LED,Video,2025-06-16,37,42550.0,Joao Pessoa,15
2773,5,7,Caixa de Som USB 2.0,Audio,2025-09-30,30,2550.0,Belo Horizonte,13
2774,6,40,Organizador de Cabos de Silicone (5un),Acessorio,2024-11-09,4,119.6,Porto Velho,22
2775,4,32,Leitor de Cartao de Memoria,Acessorio,2025-09-28,39,1365.0,Campo Grande,12
2776,1,23,Headset USB com Microfone Flexivel,Audio,2024-11-09,28,4914.0,Salvador,5
2777,6,23,Headset USB com Microfone Flexivel,Audio,2024-10-15,18,3159.0,Belem,14
2778,5,11,Teclado Sem Fio Ergonomico,Teclado,2025-11-04,37,5919.63,Natal,20
2779,2,19,Cooler para Notebook com RGB,Refrigeracao,2024-12-01,30,3300.0,Vitoria,8
2780,4,11,Teclado Sem Fio Ergonomico,Teclado,2025-07-24,36,5759.64,Teresina,18
2781,5,25,Mousepad RGB Extendido,Acessorio,2025-01-06,25,2225.0,Teresina,18
2782,6,23,Headset USB com Microfone Flexivel,Audio,2025-09-04,16,2808.0,Porto Alegre,21
2783,5,21,Teclado Mecanico Compacto 60%,Teclado,2025-03-27,15,4798.5,Belo Horizonte,13
2784,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-11-16,23,1265.0,Manaus,4
2785,5,10,Hub USB-C 7-em-1,Adaptador,2025-11-30,24,3117.6,Florianopolis,24
2786,1,14,SSD Externo Portatil 500GB,Armazenamento,2025-11-30,8,3912.0,Goiania,9
2787,3,23,Headset USB com Microfone Flexivel,Audio,2025-10-31,22,3861.0,Porto Alegre,21
2788,3,11,Teclado Sem Fio Ergonomico,Teclado,2025-03-25,17,2719.83,Palmas,27
2789,3,30,Caixa de Som Bluetooth Portatil,Audio,2025-06-09,36,5400.0,Belo Horizonte,13
2790,6,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-01-23,26,5187.0,Porto Velho,22
2791,4,35,Teclado Numerico USB,Teclado,2025-09-24,17,848.3,Sao Luis,10
2792,2,9,Controle Sem Fio para PC,Input Device,2025-03-19,32,7040.0,Natal,20
2793,3,24,"Monitor Ultrawide 34"" IPS",Monitor,2024-11-21,3,7799.97,Joao Pessoa,15
2794,5,25,Mousepad RGB Extendido,Acessorio,2025-10-15,12,1068.0,Sao Luis,10
2795,1,26,Placa de Captura Externa 4K,Video,2025-06-29,34,26520.0,Macapa,3
2796,3,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-01-11,20,1510.0,Boa Vista,23
2797,4,30,Caixa de Som Bluetooth Portatil,Audio,2025-04-10,24,3600.0,Boa Vista,23
2798,6,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-11-20,4,220.0,Macapa,3
2799,6,6,"Monitor Curvo 27"" 144Hz",Monitor,2024-12-19,11,20898.9,Maceio,2
2800,1,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-01-25,7,419.3,Vitoria,8
2801,1,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-12-01,7,6993.0,Vitoria,8
2802,1,23,Headset USB com Microfone Flexivel,Audio,2025-11-18,9,1579.5,Rio de Janeiro,19
2803,3,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-05-26,13,778.7,Porto Velho,22
2804,3,3,Headset Gamer 7.1 Surround,Audio,2025-01-07,2,598.0,Goiania,9
2805,5,30,Caixa de Som Bluetooth Portatil,Audio,2025-02-05,10,1500.0,Sao Luis,10
2806,3,28,Teclado de Membrana Silencioso,Teclado,2024-12-27,16,1278.4,Belem,14
2807,5,11,Teclado Sem Fio Ergonomico,Teclado,2025-01-18,27,4319.73,Macapa,3
2808,6,27,Webcam 4K Ultra HD,Camera,2025-11-01,9,3591.0,Belo Horizonte,13
2809,4,9,Controle Sem Fio para PC,Input Device,2025-03-27,19,4180.0,Manaus,4
2810,3,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-05-01,27,1485.0,Belo Horizonte,13
2811,5,10,Hub USB-C 7-em-1,Adaptador,2025-05-30,16,2078.4,Sao Paulo,25
2812,5,26,Placa de Captura Externa 4K,Video,2025-04-07,7,5460.0,Porto Velho,22
2813,3,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-30,21,6717.9,Maceio,2
2814,4,27,Webcam 4K Ultra HD,Camera,2025-08-31,39,15561.0,Macapa,3
2815,3,11,Teclado Sem Fio Ergonomico,Teclado,2025-04-03,13,2079.87,Belo Horizonte,13
2816,6,27,Webcam 4K Ultra HD,Camera,2025-09-01,39,15561.0,Recife,17
2817,3,37,Fone de Ouvido Headband Com Fio,Audio,2024-10-12,26,923.0,Campo Grande,12
2818,2,9,Controle Sem Fio para PC,Input Device,2025-03-02,24,5280.0,Belem,14
2819,4,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-04-25,13,33799.87,Belo Horizonte,13
2820,2,23,Headset USB com Microfone Flexivel,Audio,2024-12-26,11,1930.5,Belo Horizonte,13
2821,5,25,Mousepad RGB Extendido,Acessorio,2025-09-02,17,1513.0,Goiania,9
2822,5,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-11-07,38,7581.0,Boa Vista,23
2823,2,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-03-30,10,599.0,Goiania,9
2824,5,38,Projetor Portatil Mini LED,Video,2024-12-27,8,9200.0,Curitiba,16
2825,5,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-09-27,24,6480.0,Belem,14
